gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
56301,Hacia una Moral sin Dogmas: Lecciones sobre Emerson y el Eticismo,"Ingenieros, José",47499,es,,Public domain in the USA.,true
56302,The Source and Mode of Solar Energy Throughout the Universe,"Heysinger, Isaac W. (Isaac Winter)",48770,en,,Public domain in the USA.,true
56303,"Agate Fossil Beds National Monument, Nebraska",United States. National Park Service,45167,en,,Public domain in the USA.,true
56304,American Indian Ways of Life: An Interpretation of the Archaeology of Illinois and Adjoining Areas,"Deuel, Thorne",48772,en,,Public domain in the USA.,true
56305,"The Moon: considered as a planet, a world, and a satellite.","Nasmyth, James",255,en,,Public domain in the USA.,true
56305,"The Moon: considered as a planet, a world, and a satellite.","Carpenter, James",48773,en,,Public domain in the USA.,true
56306,Living the Radiant Life: A Personal Narrative,"James, George Wharton",892,en,,Public domain in the USA.,true
56307,"Awdeley's Fraternitye of Vacabondes, Harman's Caueat, Haben's Sermon, &c.","Awdelay, John, active 1559-1577",39680,en,,Public domain in the USA.,true
56307,"Awdeley's Fraternitye of Vacabondes, Harman's Caueat, Haben's Sermon, &c.","Harman, Thomas, active 1567",40610,en,,Public domain in the USA.,true
56307,"Awdeley's Fraternitye of Vacabondes, Harman's Caueat, Haben's Sermon, &c.","Haben, Parson",48774,en,,Public domain in the USA.,true
56308,When I was your age,"Richards, Laura Elizabeth Howe",1753,en,,Public domain in the USA.,true
56309,"Madame Sans-Gêne, Tome 2
La Maréchale","Lepelletier, Edmond",7324,fr,FR Littérature,Public domain in the USA.,true
56309,"Madame Sans-Gêne, Tome 2
La Maréchale","Sardou, Victorien",8731,fr,FR Littérature,Public domain in the USA.,true
56309,"Madame Sans-Gêne, Tome 2
La Maréchale","Moreau, Émile",48775,fr,FR Littérature,Public domain in the USA.,true
56310,The Undercurrent,"Grant, Robert",2515,en,,Public domain in the USA.,true
56311,The Book of the Ocean,"Ingersoll, Ernest",39898,en,,Public domain in the USA.,true
56312,"Rules and Examples of Perspective proper for Painters and Architects, etc.
In English and Latin: Containing a most easie and expeditious method to delineate in perspective all designs relating to architecture","Pozzo, Andrea",48776,en/la,,Public domain in the USA.,true
56313,"The Writings of Thomas Jefferson, Vol. 8 (of 9)
Being His Autobiography, Correspondence, Reports, Messages, Addresses, and Other Writings, Official and Private","Jefferson, Thomas",1638,en,,Public domain in the USA.,true
56314,Zigzag Journeys in the Camel Country: Arabia in Picture and Story,"Zwemer, Amy E.",6187,en,,Public domain in the USA.,true
56314,Zigzag Journeys in the Camel Country: Arabia in Picture and Story,"Zwemer, Samuel Marinus",34415,en,,Public domain in the USA.,true
56315,Texas Fossils: An Amateur Collector's Handbook,"Matthews, William Henry",46710,en,,Public domain in the USA.,true
56316,The Campaign Round Liège,"Kennedy, J. M. (John McFarland)",7863,en,,Public domain in the USA.,true
56317,Unsere Haustiere vom Standpunkte ihrer wilden Verwandten,"Zell, Th.",48781,de,,Public domain in the USA.,true
56318,"Wellington's Army, 1809-1814","Oman, Charles",39035,en,,Public domain in the USA.,true
56319,Bobby in Movieland,"Finn, Francis J. (Francis James)",46942,en,,Public domain in the USA.,true
56320,"British Policy in the Illinois Country, 1763-1768","Carter, Clarence Edwin",48782,en,,Public domain in the USA.,true
56321,A Tour Through South America,"Forrest, A. S. (Archibald Stevenson)",33528,en,,Public domain in the USA.,true
56322,"The Mary Frances Story Book; or, Adventures Among the Story People","Fryer, Jane Eayre",39315,en,,Public domain in the USA.,true
56323,Motor Transports in War,"Wyatt, Horace",48783,en,,Public domain in the USA.,true
56324,The city of the discreet,"Baroja, Pío",2669,en,,Public domain in the USA.,true
56325,"Sea Scouts Abroad: Further Adventures of the ""Olivette""","Westerman, Percy F. (Percy Francis)",32140,en,,Public domain in the USA.,true
56326,"The Poems of Madison Cawein, Volume 4 (of 5)
Poems of mystery and of myth and romance","Cawein, Madison Julius",2531,en,,Public domain in the USA.,true
56327,Fables de La Fontaine,"La Fontaine, Jean de",1758,fr,"FR Philosophie, Religion et Morale/FR Contes/FR Poésie/FR Illustrateurs",Public domain in the USA.,true
56328,"General Anatomy, Applied to Physiology and Medicine, Vol. 3 (of 3)","Bichat, Xavier",47149,en,,Public domain in the USA.,true
56329,Ennen Aatamia,"London, Jack",120,fi,,Public domain in the USA.,true
56330,"Handbuch der chemischen Technologie
Achte Auflage","Wagner, Johannes Rudolf",48787,de,,Public domain in the USA.,true
56331,The Historical Growth of the English Parish Church,"Thompson, A. Hamilton (Alexander Hamilton)",32457,en,,Public domain in the USA.,true
56332,Keely and His Discoveries: Aerial Navigation,"Moore, Bloomfield H., Mrs.",6406,en,,Public domain in the USA.,true
56333,Helleenit ja barbaarit: Romaani persialaissotien ajoilta,"Michaëlis, Sophus",48789,fi,,Public domain in the USA.,true
56334,"List of Post Offices in Canada, with the Names of the Postmasters ... 1866",Canada. Post Office Department,35052,en,,Public domain in the USA.,true
56335,Susan Proudleigh,"De Lisser, Herbert George",48790,en,,Public domain in the USA.,true
56336,"The Automatic Toy Works
Manufacturers of the Best Novelties in Mechanical and Other Toys","Automatic Toy Works, New York",48746,en,,Public domain in the USA.,true
56337,Catcher Craig,"Mathewson, Christy",36313,en,,Public domain in the USA.,true
56338,Ruth's Marriage in Mars: A Scientific Novel,"Glass, Charles Wilder, Mrs.",48791,en,,Public domain in the USA.,true
56339,"Pumps and Hydraulics, Part 1 (of 2)","Hawkins, N. (Nehemiah)",39434,en,,Public domain in the USA.,true
56340,Tower of Ivory: A Novel,"Atherton, Gertrude Franklin Horn",263,en,,Public domain in the USA.,true
56341,"The American Missionary — Volume 35, No. 12, December, 1881",Various,116,en,The American Missionary,Public domain in the USA.,true
56342,"History of Greece, Volume 01 (of 12)","Grote, George",4168,en,,Public domain in the USA.,true
56343,Schen: Studien aus einer chinesischen Weltstadt,"Secker, Fritz",48792,de,,Public domain in the USA.,true
56344,"Pigments, Paint and Painting: A practical book for practical men","Terry, George",48793,en,,Public domain in the USA.,true
56345,The World's Greatest Military Spies and Secret Service Agents,"Barton, George",45761,en,,Public domain in the USA.,true
56346,A Book of American Explorers,"Higginson, Thomas Wentworth",503,en,,Public domain in the USA.,true
56347,"The General Historie of Virginia, New England & the Summer Isles  (Vol. I)
Together with the True Travels, Adventures and Observations, and a Sea Grammar","Smith, John",49180,en,,Public domain in the USA.,true
56348,From Dublin to Chicago: Some Notes on a Tour in America,"Birmingham, George A.",8765,en,,Public domain in the USA.,true
56349,Goodbird the Indian: His Story,"Goodbird, Edward",48794,en,,Public domain in the USA.,true
56349,Goodbird the Indian: His Story,"Wilson, Gilbert Livingstone",48795,en,,Public domain in the USA.,true
56350,Bläck och saltvatten,"Engström, Albert",45725,sv,,Public domain in the USA.,true
56351,Parizina,"Byron, George Gordon Byron, Baron",1708,eo,Esperanto,Public domain in the USA.,true
56352,Mastro da Ballo,"Santucci Perugino, Ercole",48797,it,IT Miscellanea,Public domain in the USA.,true
56353,Pyrometry: A Practical Treatise on the Measurement of High Temperatures,"Darling, Charles R. (Charles Robert)",39152,en,,Public domain in the USA.,true
56354,An Appeal to the People in Behalf of Their Rights as Authorized Interpreters of the Bible,"Beecher, Catharine Esther",2109,en,,Public domain in the USA.,true
56355,The Bride of Mission San José: A Tale of Early California,"Cull, John Augustine",48799,en,,Public domain in the USA.,true
56356,The Scarlet Bat: A Detective Story,"Hume, Fergus",1057,en,,Public domain in the USA.,true
56357,"The Laughing Willow
Verses and Pictures","Herford, Oliver",24852,en,,Public domain in the USA.,true
56358,The Alps,"Lunn, Arnold",48654,en,,Public domain in the USA.,true
56359,A Dark Chapter from New Zealand History,"Hawthorne, James",48800,en,,Public domain in the USA.,true
56360,"How the Nations Waged War
A companion volume to ""How the War Began""","Kennedy, J. M. (John McFarland)",7863,en,,Public domain in the USA.,true
56361,The Poetical Works of William Wordsworth — Volume 5 (of 8),"Wordsworth, William",2879,en,,Public domain in the USA.,true
56362,A Troublesome Flock: A Mother Goose Play for Children,"Guptill, Elizabeth F. (Elizabeth Frances)",47312,en,,Public domain in the USA.,true
56363,An Ocean Tragedy,"Russell, William Clark",8948,en,,Public domain in the USA.,true
56364,The Flight of Georgiana: A Story of Love and Peril in England in 1746,"Stephens, Robert Neilson",2907,en,,Public domain in the USA.,true
56365,History of the Transformer,"Uppenborn, Friedrich",48801,en,,Public domain in the USA.,true
56366,Varastettu basilli ja muita kertomuksia,"Wells, H. G. (Herbert George)",30,fi,,Public domain in the USA.,true
56367,Rund um den Kreuzturm: Roman aus den Dresdner Maitagen von 1849,"Hildebrand, Gustav",48802,de,,Public domain in the USA.,true
56368,"Alhalla, or the Lord of Talladega: A Tale of the Creek War.
With Some Selected Miscellanies, Chiefly of Early Date.","Schoolcraft, Henry Rowe",3850,en,,Public domain in the USA.,true
56369,Coward or Hero?,"Leclerc, Eugène (Dramatist)",48804,en,,Public domain in the USA.,true
56370,Apotti Jérôme Coignardin ajatuksia,"France, Anatole",755,fi,,Public domain in the USA.,true
56371,"The Flower of the Flock, Volume 1 (of 3)","Egan, Pierce",9328,en,,Public domain in the USA.,true
56372,"The Flower of the Flock, Volume 2 (of 3)","Egan, Pierce",9328,en,,Public domain in the USA.,true
56373,"The Flower of the Flock, Volume 3 (of 3)","Egan, Pierce",9328,en,,Public domain in the USA.,true
56374,Œuvres complètes de Guy de Maupassant - volume 11,"Maupassant, Guy de",306,fr,FR Littérature/FR Nouvelles,Public domain in the USA.,true
56375,"Sir P.S.: His Astrophel and Stella
Wherein the excellence of sweete poesie is concluded","Sidney, Philip",764,en,,Public domain in the USA.,true
56376,The Americans,"Münsterberg, Hugo",5888,en,,Public domain in the USA.,true
56377,Egy magyar nábob (1. rész),"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56378,Egy magyar nábob (2. rész),"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56379,Spain from Within,"Shaw, Rafael",48807,en,,Public domain in the USA.,true
56380,"Doctor Mead's Short discourse explain'd
Being a clearer account of pestilential contagion, and preventing.",,,en,,Public domain in the USA.,true
56381,"Guy Harris, the Runaway","Castlemon, Harry",2274,en,,Public domain in the USA.,true
56382,"Die gerichtliche Arzneikunde in ihrem Verhältnisse zur Rechtspflege, mit besonderer Berücksichtigung der österreichischen Gesetzgebung. Erster Band.
Zum Gebrauche für Ärzte, Wundärzte und Rechtskundige dargestellt und mit entscheidenden Thatsachen begründet","Ney, Franz von",48808,de,,Public domain in the USA.,true
56383,"Investigation of Communist Activities in Seattle, Wash., Area, Hearings,  Part 1",United States. Congress. House. Committee on Un-American Activities,48809,en,,Public domain in the USA.,true
56384,"Investigation of Communist activities in Seattle, Wash., Area, Hearings, Part 2",United States. Congress. House. Committee on Un-American Activities,48809,en,,Public domain in the USA.,true
56385,Jonah's Luck,"Hume, Fergus",1057,en,,Public domain in the USA.,true
56386,"The Catholic World, Vol. 23, April, 1876-September, 1876.
A Monthly Magazine of General Literature and Science",Various,116,en,,Public domain in the USA.,true
56387,Frederick the Great and the Rise of Prussia,"Reddaway, William Fiddian",48811,en,,Public domain in the USA.,true
56388,"Investigation of Communist activities in Seattle, Wash., area. Hearings, Part 3",United States. Congress. House. Committee on Un-American Activities,48809,en,,Public domain in the USA.,true
56389,"Jules of the great heart : $b ""free"" trapper and outlaw in the Hudson Bay region in the early days","Mott, Lawrence",48813,en,,Public domain in the USA.,true
56390,"Histoire naturelle des oiseaux d'Afrique, t. 1","Le Vaillant, François",48815,fr,FR Sciences et Techniques,Public domain in the USA.,true
56391,"The Little London Directory of 1677
The oldest printed list of the merchants and bankers of London",,,en,,Public domain in the USA.,true
56392,"Meine Mission nach Abessinien
Auf Befehl Sr. Maj. des Deutschen Kaisers im Winter 1880/81 unternommen","Rohlfs, Gerhard",5383,de,,Public domain in the USA.,true
56393,Maurin des Maures,"Aicard, Jean",6209,fr,FR Littérature,Public domain in the USA.,true
56394,Sailing,"Knight, E. F. (Edward Frederick)",36594,en,,Public domain in the USA.,true
56395,"Musketry (.303 and .22 cartridges)
Elementary training, visual training, judging distance, fire discipline, range practices, field practices",,,en,,Public domain in the USA.,true
56396,History of Spanish and Portuguese Literature (Vol 2 of 2),"Bouterwek, Friedrich",48538,en,,Public domain in the USA.,true
56397,Birds of Britain,"Bonhote, J. Lewis (John Lewis)",48817,en,,Public domain in the USA.,true
56398,"Practical Training for Running, Walking, Rowing, Wrestling, Boxing, Jumping, and All Kinds of Athletic Feats
Together with tables of proportional measurement for height and weight of men in and out of condition; etc. etc.","James, Ed.",45338,en,,Public domain in the USA.,true
56399,Kuolema,"Tolstoy, Leo, graf",136,fi,,Public domain in the USA.,true
56400,"Memoirs of John Abernethy
With a View of His Lectures, His Writings, and Character; with Additional Extracts from Original Documents, Now First Published","Macilwain, George",48819,en,,Public domain in the USA.,true
56401,Fairy Tales from Gold Lands: Second Series,"Wentworth, May",48697,en,,Public domain in the USA.,true
56402,"Brazil, the River Plate, and the Falkland Islands
With the Cape Horn route to Australia. Including notices of Lisbon, Madeira, the Canaries, and Cape Verde.","Hadfield, William",47138,en,,Public domain in the USA.,true
56403,The Future of the Women's Movement,"Swanwick, Helena M. (Helena Maria)",48822,en,,Public domain in the USA.,true
56404,"A Book of Gems, or, Choice selections from the writings of Benjamin Franklin","Franklin, Benjamin",48779,en,,Public domain in the USA.,true
56405,Hämähäkkilaakso ja muita kertomuksia,"Wells, H. G. (Herbert George)",30,fi,,Public domain in the USA.,true
56406,"Poetical Works of Robert Bridges, Volume 5","Bridges, Robert",5418,en,,Public domain in the USA.,true
56407,"A Sketch of the Life of Elizabeth T. Stone and of Her Persecutions
With an Appendix of Her Treatment and Sufferings While in the Charlestown McLean Assylum, Where She Was Confined Under the Pretence of Insanity","Stone, Elizabeth T.",48824,en,,Public domain in the USA.,true
56408,The Mail Carrier,"Castlemon, Harry",2274,en,,Public domain in the USA.,true
56409,"Historical record of the Seventeenth Regiment of Light Dragoons;—Lancers
Containing an account of the formation of the regiment in 1759 and of its subsequent services to 1841.","Cannon, Richard",45414,en,,Public domain in the USA.,true
56410,Ruby: A Story of the Australian Bush,"Jamieson, Molly E.",48825,en,,Public domain in the USA.,true
56411,"St. Andrews Ghost Stories
Fourth Edition","Linskill, William Thomas",48826,en,,Public domain in the USA.,true
56412,Seventeen Years in Paris: A Chaplain's Story,"Noyes, H. E. (Henry Edward)",48827,en,,Public domain in the USA.,true
56413,Träldomen i Norden: Ett blad ur den Svenska artbetsklassens älsta historia,"Sommarin, Emil",48828,sv,,Public domain in the USA.,true
56414,A Candid History of the Jesuits,"McCabe, Joseph",521,en,,Public domain in the USA.,true
56415,Making the Nine,"Dudley, Albertus T. (Albertus True)",48571,en,,Public domain in the USA.,true
56416,John Baring's House,"Singmaster, Elsie",40794,en,,Public domain in the USA.,true
56417,Két mosoly,"Karinthy, Frigyes",40760,hu,,Public domain in the USA.,true
56418,"New York Nocturnes, and Other Poems","Roberts, Charles G. D., Sir",2272,en,,Public domain in the USA.,true
56419,The Young Man and Journalism,"Lord, Chester Sanders",48829,en,,Public domain in the USA.,true
56420,"Halloween, a Romaunt; with Lays Meditative and Devotional","Coxe, A. Cleveland (Arthur Cleveland)",47638,en,,Public domain in the USA.,true
56421,Kalevala,Anonymous,216,sv,,Public domain in the USA.,true
56422,Napoleon,"Liisberg, H. C. Bering (Henrik Carl Bering)",48833,fi,,Public domain in the USA.,true
56423,Pleiades Club Year Book 1910,Pleiades Club,48834,en,,Public domain in the USA.,true
56424,Shores of the Polar Sea: A Narrative of the Arctic Expedition of 1875-6,"Moss, Edward L. (Edward Lawton)",48842,en,,Public domain in the USA.,true
56425,The Mountain of Fears,"Rowland, Henry C. (Henry Cottrell)",48836,en,,Public domain in the USA.,true
56426,The Mummy! A Tale of the Twenty-Second Century,"Loudon, Mrs. (Jane)",44664,en,,Public domain in the USA.,true
56427,"Animal Locomotion; or, walking, swimming, and flying
With a dissertation on aëronautics","Pettigrew, James Bell",48838,en,,Public domain in the USA.,true
56428,"Saratoga National Historical Park, New York","Wilshin, Francis",44207,en,,Public domain in the USA.,true
56428,"Saratoga National Historical Park, New York","Snell, Charles W.",48839,en,,Public domain in the USA.,true
56429,Gray Days and Gold in England and Scotland,"Winter, William",8304,en,,Public domain in the USA.,true
56430,The Race of the Swift,"Litsey, Edwin Carlile",33301,en,,Public domain in the USA.,true
56431,"Annali d'Italia, vol. 6
dal principio dell'era volgare sino all'anno 1750","Muratori, Lodovico Antonio",40167,it,IT Storia,Public domain in the USA.,true
56432,The Peacock of Jewels,"Hume, Fergus",1057,en,,Public domain in the USA.,true
56433,The Manoeuvring Mother (vol. 1 of 3),"Bury, Charlotte Campbell, Lady",33772,en,,Public domain in the USA.,true
56434,The Manoeuvring Mother (vol. 2 of 3),"Bury, Charlotte Campbell, Lady",33772,en,,Public domain in the USA.,true
56435,The Manoeuvring Mother (vol. 3 of 3),"Bury, Charlotte Campbell, Lady",33772,en,,Public domain in the USA.,true
56436,The Great Valley,"Masters, Edgar Lee",584,en,,Public domain in the USA.,true
56437,Rice Papers,"Norris, Hugh Leigh",48841,en,,Public domain in the USA.,true
56438,"Our sentimental journey through France and Italy
A new edition with Appendix","Pennell, Elizabeth Robins",25552,en,,Public domain in the USA.,true
56438,"Our sentimental journey through France and Italy
A new edition with Appendix","Pennell, Joseph",33068,en,,Public domain in the USA.,true
56439,Old Clinkers: A Story of the New York Fire Department,"O'Higgins, Harvey Jerrold",2328,en,,Public domain in the USA.,true
56440,Physiological Researches on Life and Death,"Bichat, Xavier",47149,en,,Public domain in the USA.,true
56441,Analysis of the Phenomena of the Human Mind,"Mill, James",48846,en,,Public domain in the USA.,true
56442,Romantic Cities of Provence,"Caird, Mona",24933,en,,Public domain in the USA.,true
56443,Seventeen Years in the Underworld,"Scott, Wellington",48848,en,,Public domain in the USA.,true
56444,"The Status of the Jews in Egypt
The Fifth Arthur Davis Memorial Lecture","Petrie, W. M. Flinders (William Matthew Flinders)",2454,en,,Public domain in the USA.,true
56445,"The Mania of the Nations on the Planet Mars and its Terrific Consequences
A Combination of Fun and Wisdom","Calisch, James Howard",48850,en,,Public domain in the USA.,true
56446,Liljecronan koti,"Lagerlöf, Selma",1717,fi,,Public domain in the USA.,true
56447,"The Tunnel: Pilgrimage, Volume 4","Richardson, Dorothy M. (Dorothy Miller)",1090,en,,Public domain in the USA.,true
56448,"Purcell Ode, and Other Poems","Bridges, Robert",5418,en,,Public domain in the USA.,true
56449,"Snowed Up; or, The Sportman's Club in the Mountains","Castlemon, Harry",2274,en,,Public domain in the USA.,true
56450,Pleiades Club—Telegraphers' Paradise on Planet Mars,"Hayes, J. W. (Jeff W.)",48852,en,,Public domain in the USA.,true
56451,"El Payador, Vol. I
Hijo de la Pampa","Lugones, Leopoldo",48853,es,6 Best Loved Spanish Literary Classics,Public domain in the USA.,true
56452,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 5, De Los Documentos Legislativos, I",,,es,,Public domain in the USA.,true
56453,The Egregious English,"Crosland, T. W. H. (Thomas William Hodgson)",25879,en,,Public domain in the USA.,true
56454,Hamlet: Drama en cinco actos,"Shakespeare, William",65,es,,Public domain in the USA.,true
56455,Rebellion,"Patterson, Joseph Medill",48856,en,,Public domain in the USA.,true
56456,Three Men: A Novel,"Gorky, Maksim",348,en,,Public domain in the USA.,true
56457,Faery Lands of the South Seas,"Hall, James Norman",8797,en,,Public domain in the USA.,true
56457,Faery Lands of the South Seas,"Nordhoff, Charles",46472,en,,Public domain in the USA.,true
56458,"Dekameron (1. rész)
Száz novella","Jókai, Mór",5845,hu,,Public domain in the USA.,true
56459,"Dekameron (2. rész)
Száz novella","Jókai, Mór",5845,hu,,Public domain in the USA.,true
56460,"Dekameron (3. rész)
Száz novella","Jókai, Mór",5845,hu,,Public domain in the USA.,true
56461,La première canadienne du Nord-ouest,"Dugas, Georges",48857,fr,"FR Biographie, Mémoires, Journal intime, Correspondance/FR Peuples et Sociétés",Public domain in the USA.,true
56462,"The Old Man; or, Ravings and Ramblings round Conistone","Gibson, Alexander Craig",48858,en,,Public domain in the USA.,true
56463,"Bacon's Essays, and Wisdom of the Ancients","Bacon, Francis",296,en,,Public domain in the USA.,true
56464,"Turkish Literature; Comprising Fables, Belles-lettres, and Sacred Traditions",,,en,,Public domain in the USA.,true
56465,An Act in a Backwater,"Benson, E. F. (Edward Frederic)",812,en,,Public domain in the USA.,true
56466,Poems,"Bridges, Robert",5418,en,,Public domain in the USA.,true
56467,A Book of Distinctive Interiors,,,en,,Public domain in the USA.,true
56468,"Nunnery life in the Church of England; or, Seventeen years with Father Ignatius","Mary Agnes, Sister, O.S.B.",48862,en,,Public domain in the USA.,true
56469,Five Years in a Persian Town,"Malcolm, Napier",48864,en,,Public domain in the USA.,true
56470,The Great Pearl Secret,"Williamson, C. N. (Charles Norris)",3522,en,,Public domain in the USA.,true
56470,The Great Pearl Secret,"Williamson, A. M. (Alice Muriel)",3796,en,,Public domain in the USA.,true
56471,"Corporal Tikitanu, V.C.","Fussell, J. C. (James Coldham)",48865,en,,Public domain in the USA.,true
56472,"Nitrogen Bacteria and Legumes
With special reference to red clover, cowpeas, soy beans, alfalfa, and sweet clover, on Illinois soils","Hopkins, Cyril G. (Cyril George)",1493,en,,Public domain in the USA.,true
56473,"Lettres à une inconnue, Tome Premier
Précédée d'une étude sur P. Mérimée par H. Taine","Mérimée, Prosper",920,fr,FR Littérature,Public domain in the USA.,true
56474,"Lettres à une inconnue, Tome Deuxième
Précédée d'une étude sur P. Mérimée par H. Taine","Mérimée, Prosper",920,fr,FR Littérature,Public domain in the USA.,true
56475,"Sämmtliche Werke 8: Briefwechsel II, Hans Küchelgarten
Briefwechsel II / Die Beichte des Dichters / Betrachtungen über die Heilige Liturgie / Jugendschriften / Fragmente / Hans Küchelgarten","Gogol, Nikolai Vasilevich",531,de,,Public domain in the USA.,true
56476,The life of Voltaire,"Hall, Evelyn Beatrice",48867,en,,Public domain in the USA.,true
56477,"The Lady's Country Companion; Or, How to Enjoy a Country Life Rationally","Loudon, Mrs. (Jane)",44664,en,,Public domain in the USA.,true
56478,"Old Mines of Southern California
Desert-Mountain-Coastal Areas Including the Calico-Salton Sea Colorado River Districts and Southern Counties","Fairbanks, Harold W. (Harold Wellman)",32344,en,,Public domain in the USA.,true
56478,"Old Mines of Southern California
Desert-Mountain-Coastal Areas Including the Calico-Salton Sea Colorado River Districts and Southern Counties","Storms, William H.",48869,en,,Public domain in the USA.,true
56479,Hymn Stories of the Twentieth Century,"Hart, William J. (William John)",48870,en,,Public domain in the USA.,true
56480,Hymns in Human Experience,"Hart, William J. (William John)",48870,en,,Public domain in the USA.,true
56481,"""Peanut"": The Story of a Boy","Paine, Albert Bigelow",1076,en,,Public domain in the USA.,true
56482,Dell'arte dei giardini inglesi,"Silva, Ercole",48872,it,IT Botanica,Public domain in the USA.,true
56483,"Der tolle Koffer
Eine ff. prima Musterkollektion der besten Witze, Schnurren und Anekdoten von Reisenden und Kaufleuten","Schloemp, Felix",48877,de,,Public domain in the USA.,true
56484,The Future in America: A Search After Realities,"Wells, H. G. (Herbert George)",30,en,,Public domain in the USA.,true
56485,"Hyde Park, Its History and Romance","Alec-Tweedie, Mrs. (Ethel)",31731,en,,Public domain in the USA.,true
56486,The War of Chupas,"Cieza de León, Pedro de",31190,en,,Public domain in the USA.,true
56487,"An Apology for the True Christian Divinity
Being an explanation and vindication of the principles and doctrines of the people called Quakers","Barclay, Robert",48879,en,,Public domain in the USA.,true
56488,The Wild Elephant and the Method of Capturing and Taming it in Ceylon,"Tennent, James Emerson, Sir",5125,en,,Public domain in the USA.,true
56489,Apparitions and thought-transference: an examination of the evidence for telepathy,"Podmore, Frank",48880,en,,Public domain in the USA.,true
56490,"History of Spanish Literature, vol. 3 (of 3)","Ticknor, George",48107,en,,Public domain in the USA.,true
56491,Hänen isiensä jumala,"London, Jack",120,fi,,Public domain in the USA.,true
56492,Monsoreaun kreivitär I: Historiallinen romaani,"Dumas, Alexandre",492,fi,,Public domain in the USA.,true
56492,Monsoreaun kreivitär I: Historiallinen romaani,"Maquet, Auguste",3930,fi,,Public domain in the USA.,true
56493,Monsoreaun kreivitär II: Historiallinen romaani,"Dumas, Alexandre",492,fi,,Public domain in the USA.,true
56493,Monsoreaun kreivitär II: Historiallinen romaani,"Maquet, Auguste",3930,fi,,Public domain in the USA.,true
56494,Ecclesiastical Vestments: Their development and history,"Macalister, Robert Alexander Stewart",6739,en,,Public domain in the USA.,true
56495,Our Women in the War,"Dawson, Francis Warrington",48881,en,,Public domain in the USA.,true
56496,Elias Lönnrotin matkat I: 1828-1839,"Lönnrot, Elias",4153,fi,,Public domain in the USA.,true
56497,Elias Lönnrotin matkat II: 1841-1844,"Lönnrot, Elias",4153,fi,,Public domain in the USA.,true
56498,La mandragola - La Clizia - Belfagor,"Machiavelli, Niccolò",563,it,IT Teatro in prosa,Public domain in the USA.,true
56499,Der Spiegel: Anekdoten zeitgenössischer deutscher Erzähler,,,de,,Public domain in the USA.,true
56500,Memorie: Edizione diplomatica dall'autografo definitivo,"Garibaldi, Giuseppe",2358,it,IT Biografie,Public domain in the USA.,true
56501,A Comic History of the United States,"Hopkins, Livingston",42766,en,,Public domain in the USA.,true
56502,"Travels to Discover the Source of the Nile, Volume 4 (of 5)
In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",47766,en,,Public domain in the USA.,true
56503,Tyburn Tree: Its History and Annals,"Marks, Alfred",48887,en,,Public domain in the USA.,true
56504,"Proverbs and Their Lessons
Being the Subject of Lectures Delivered to Young Men's Societies at Portsmouth and Elsewhere","Trench, Richard Chenevix",2062,en,,Public domain in the USA.,true
56505,Historic Bubbles,"Leake, Frederic",48888,en,,Public domain in the USA.,true
56506,"The Geographical Distribution of Animals, Volume 1
With a study of the relations of living and extinct faunas as elucidating the past changes of the Earth's surface","Wallace, Alfred Russel",955,en,,Public domain in the USA.,true
56507,"The Geographical Distribution of Animals, Volume 2
With a study of the relations of living and extinct faunas as elucidating the past changes of the Earth's surface","Wallace, Alfred Russel",955,en,,Public domain in the USA.,true
56508,"The Life and Death of Mrs. Maria Bickford
A beautiful female, who was inhumanly murdered, in the moral and religious city of Boston, on the night of the 27th of October, 1845, by Albert J. Tirrell, her paramour, arrested on board the Ship Sultana, off New Orleans, December 6th","Clergyman of Brunswick, Me.",48889,en,,Public domain in the USA.,true
56509,La vita intima e la vita nomade in Oriente,"Belgioioso, Cristina",31239,it,IT Viaggi,Public domain in the USA.,true
56510,"Slicko, the Jumping Squirrel: Her Many Adventures","Barnum, Richard",3820,en,,Public domain in the USA.,true
56511,"Les nécessités de la vie et les conséquences des rêves, précédé d'exemples","Éluard, Paul",48891,fr,FR Littérature,Public domain in the USA.,true
56512,Schiff vor Anker: Erzählungen,"Fock, Gorch",46350,de,,Public domain in the USA.,true
56513,The Simple Adventures of a Memsahib,"Duncan, Sara Jeannette",542,en,,Public domain in the USA.,true
56514,Wild Roses: A Tale of the Rockies,"Driggs, Howard R. (Howard Roscoe)",33976,en,,Public domain in the USA.,true
56515,Fleurs sauvages: Poésies,"Valois, Léonise",48894,fr,FR Poésie,Public domain in the USA.,true
56516,Coppertop: The Queer Adventures of a Quaint Child,"Gaze, Harold",48895,en,,Public domain in the USA.,true
56517,The Philosophy of Auguste Comte,"Lévy-Bruhl, Lucien",48898,en,,Public domain in the USA.,true
56518,Eugène Delacroix,"Mauclair, Camille",5351,fr,"FR Biographie, Mémoires, Journal intime, Correspondance/FR Beaux-Arts",Public domain in the USA.,true
56519,"Viaje a los Estados Unidos, Tomo II","Prieto, Guillermo",45281,es,,Public domain in the USA.,true
