1	54993	8.247995	personages. Among these books the visitor will find “Mad Anthony’s Scouts,” by Rodman; Whittaker’s “Boone the Hunter” and “Dick Darling” (the pony expressman); “Billy Bowlegs”; and “The Sons of Liberty” and “Mohawk Nat,” by the historian Charles Dunn	399
2	10336	8.084267	RY WOMEN OF ABINGTON. _EDITION. The Pleasant Historie of the two angrie women of Abington. With the humorous mirthe of Dick Coomes and Nicholas Prouerbes, two Seruingmen. As it was lately playde by the right Honorable the Earle of Nottingham, Lor	8491
3	58237	8.058738	ictor Young; film editor, Warren Low. Cast: Loretta Young, Robert Cummings, Wendell Corey, Sam Jaffe, Douglas Dick. © Paramount Pictures Inc.; 14Jan49; LP2069. ACE IN THE HOLE. c1942. Presented by Universal, 1 reel, sd., color.	747
4	58546	8.054274	g: 1st. A winter street-scene. 2nd. Simple interior. Time of playing: 35 minutes. Dick and Dot, a lonely little brother and sister, decide to share their Christmas with two poor children, while s	181
5	11825	8.014496	12Jan62; R288876. BROMLEY, DOROTHY DUNBAR. Birth control, its use and misuse. With an introd. by Robert Laton Dickinson. © 14Nov34; A78139. Dorothy Dunbar Bromley (A); 12Jan62; R288986. BROOKS, DOROTHY R. Ernestine takes ove	3173
6	11847	8.013072	Myrtle. (In Virginia quarterly review, spring 1946) © 20Mar46; B11897. Conrad Aiken (A); 21May73; R552817. Dickinson scandal (Mayflower) (In New republic, July 2, 1945) © 28Jun45; B681856. Conrad Aiken (A); 21May73; R55281	368
7	63066	7.988098	roducer, R. A. Cinader; director, Hollingsworth Morse; writer, Preston Wood. Cast: Martin Milner, Kent McCord, Dick Foran, Jack Hogan, Mittie Lawrence. © 19Dec68; LP38772. 131. Credits: Producer, R. A. Cinader; director, Hollingswort	778
8	11822	7.966336	from variant forms of names are interfiled. ABBOTT, ALLAN. SEE Columbia Poetry, 1933. ABBOTT, JANE LUDLOW DRAKE. Dicket, a story of friendships. Illus. by Katharine V. Hayes. © 4Oct33; A66578. Jane Abbott (A); 8Nov60; R265550.	49
9	11850	7.950755	A14784. Scott, Foresman and Company (PWH); 26Aug74; R584083. <pb id='361.png' n='1974_h2/A/5585' /> R584084. Fun with Dick and Jane; cathedral basic edition. Revised by John A. O'Brien, William S. Gray & May Hill Arbuthnot. NM: revisions. © 8Aug	8598
10	11802	7.936915	20Dec50, Loew's inc. (PWH) ALLEN, Hervey. SEE Carolina chansons. R70165. ALLINGHAM, Margery. SEE Blackerchief Dick. A tale of Mersea Island. R68147. ALONSO, Francisco. SEE Alonso López, Francisco. ALONSO López, Francisco. SEE	395
11	65190	7.930979	es. Cast: Sean Connery, Jill St. John, Charles Gray, Lana Wood, Jimmy Dean. © Danjaq, S.A.; 17Dec71; LP40567. THE DICK VAN DYKE SHOW. Calvada Productions. Approx. 30 min. each, sd., b&w, 16 mm. © Calvada Productions. I’d rather be bald th	3922
12	11819	7.864951	67. Midland Bank Executive & Trustee Co., Ltd. (E); 9Apr59; R235747. BINGHAM, MILLICENT. Letters of Emily Dickinson. SEE Dickinson, Emily. BINGHAM, WALTER V. Restriction of output among unorganized workers. SEE Mathewson	2895
13	11837	7.811955	Army sargeant. (In The New Yorker, Feb. 1, 1941) © 30Jan41; B485726. Charles Addams (A); 8Apr68; R433244. ADDICKS, LAWRENCE, ed. Silver in Industry. © 26Jul40; A142606. Reinhold Book Corp. (PWH); 21Feb68; R429998. ADDINSEL	424
14	51836	7.798203	ely. © Universal Film Mfg. Co., Inc.; 30Jul19; LP14017. ACES UP. (Toby the Pup Series) 1931. 1 reel. Credits: Dick Huemor, Sid Marcus. © RKO Radio Pictures, Inc.; 16May31; LP2269. ACES WILD. (Tom Howard Comedies) Educational. Pre	940
15	64607	7.794517	(_Exit L. Curtain falls._) MR. BLISS’ VISION. CHARACTERS. MR. HIRAM BLISS, A Wealthy Bachelor. DICK WELLINGTON, His Nephew and Prospective Heir. MRS. MARIAN PAYNE, A Widow. SERVANT. SCENE I.—_MR. BLISS’ parlo	2769
16	30747	7.771791	were superscripts in the original. SEAPORT IN VIRGINIA [Illustration: GEORGE WASHINGTON By Dr. Elisha Cullen Dick. A painting in oil after a pastel by James Sharples. (_Courtesy Mount Vernon Ladies' Association_)] SEAPORT IN VIRGINIA	39
17	11833	7.725177	er, Davis. BAKER, EARL L. The world of music. SEE Glenn, Mabelle. BAKER, FRANKLIN T. The caravan of Nick and Dick. SEE Gates, Arthur I. <pb id='016.png' n='1966_h1/A/1118' /> BAKER, HARRY J. The Detroit general aptitudes examin	1823
18	29882	7.708182	as to bring uppermost an item on page three. Carnes saw his picture staring at him from the center of the page. "What the dickens?" he exclaimed as he bent over the sheet. With growing astonishment he read that Operative Carnes of the United States	159
19	65475	7.707041	series_:-- 1. The young adventurer. 2. The young miner. 3. The young explorers. 4. Ben’s nugget. _Ragged Dick series_:-- 1. Ragged Dick. 2. Fame and fortune. 3. Mark, the match boy. 4. Rough and ready. 5. Ben, th	458
